Código concatenado,Código de Departamento,Descripción de Departamento,Código de Distrito,Descripción de Distrito,Área,Código de Barrio/Localidad,Descripción de Barrio/Localidad
0106002,01,CONCEPCIÓN,06,SAN LÁZARO,1,002,VIRGEN DEL CARMEN
0106100,01,CONCEPCIÓN,06,SAN LÁZARO,6,100,SANTO DOMINGO
0106120,01,CONCEPCIÓN,06,SAN LÁZARO,6,120,TRES CERROS
0106140,01,CONCEPCIÓN,06,SAN LÁZARO,6,140,JAGUARETE KUA
0106150,01,CONCEPCIÓN,06,SAN LÁZARO,6,150,CERRO TIGRE
0106230,01,CONCEPCIÓN,06,SAN LÁZARO,6,230,COM INDIG APA COSTA
0106240,01,CONCEPCIÓN,06,SAN LÁZARO,6,240,ASENT. 1RO DE MAYO
0106250,01,CONCEPCIÓN,06,SAN LÁZARO,6,250,CERRO MORADO
0106260,01,CONCEPCIÓN,06,SAN LÁZARO,6,260,ZONA ESTANCIAS
0106270,01,CONCEPCIÓN,06,SAN LÁZARO,6,270,SANTA ELENA
0106300,01,CONCEPCIÓN,06,SAN LÁZARO,3,300,VALLEMI SAN ANTONIO SUB-URBANO
0106305,01,CONCEPCIÓN,06,SAN LÁZARO,3,305,VALLEMI SANTA TERESITA SUB-URBANO
0106310,01,CONCEPCIÓN,06,SAN LÁZARO,3,310,VALLEMI SAN RAMÓN SUB-URBANO
0106315,01,CONCEPCIÓN,06,SAN LÁZARO,3,315,VALLEMI CAACUPEMI SUB-URBANO
0106320,01,CONCEPCIÓN,06,SAN LÁZARO,3,320,VALLEMI SAN JUAN SUB URBANO
0106325,01,CONCEPCIÓN,06,SAN LÁZARO,3,325,VALLEMI VIRGEN DE FÁTIMA SUB-URBANO
0106330,01,CONCEPCIÓN,06,SAN LÁZARO,3,330,VALLEMI SAN JOSÉ SUB-URBANO
0106335,01,CONCEPCIÓN,06,SAN LÁZARO,3,335,VALLEMI SAN CARLOS SUB-URBANO
0106340,01,CONCEPCIÓN,06,SAN LÁZARO,3,340,VALLEMI SAN BLAS SUB-URBANO
0106345,01,CONCEPCIÓN,06,SAN LÁZARO,3,345,VALLEMI SAN MARTÍN SUB-URBANO
0106350,01,CONCEPCIÓN,06,SAN LÁZARO,3,350,VALLEMI SAN GERARDO SUB-URBANO
0106355,01,CONCEPCIÓN,06,SAN LÁZARO,3,355,TRES CERROS SUB-URBANO
0107001,01,CONCEPCIÓN,07,YBY YAÚ,1,001,SAN RAMÓN 1
0107003,01,CONCEPCIÓN,07,YBY YAÚ,1,003,VILLA REAL
0107004,01,CONCEPCIÓN,07,YBY YAÚ,1,004,SAN JUAN
0107005,01,CONCEPCIÓN,07,YBY YAÚ,1,005,VIRGEN DEL ROSARIO
0107006,01,CONCEPCIÓN,07,YBY YAÚ,1,006,MARÍA  AUXILIADORA 1
0107007,01,CONCEPCIÓN,07,YBY YAÚ,1,007,VILLA DEL MAESTRO
0107100,01,CONCEPCIÓN,07,YBY YAÚ,6,100,SAN PEDRO
0107120,01,CONCEPCIÓN,07,YBY YAÚ,6,120,TAPYTANGUA
0107130,01,CONCEPCIÓN,07,YBY YAÚ,6,130,VILLALBA KUE
0107140,01,CONCEPCIÓN,07,YBY YAÚ,6,140,MARÍA AUXILIADORA 2
0107150,01,CONCEPCIÓN,07,YBY YAÚ,6,150,NUEVA ESPERANZA
0107170,01,CONCEPCIÓN,07,YBY YAÚ,6,170,ASENT. JEPAY RA
0107180,01,CONCEPCIÓN,07,YBY YAÚ,6,180,CAGATA
0107190,01,CONCEPCIÓN,07,YBY YAÚ,6,190,PASIÑO
0107200,01,CONCEPCIÓN,07,YBY YAÚ,6,200,6 DE ENERO 1
0107210,01,CONCEPCIÓN,07,YBY YAÚ,6,210,CRISTO REY
0107220,01,CONCEPCIÓN,07,YBY YAÚ,6,220,SAN MIGUEL 1
0107230,01,CONCEPCIÓN,07,YBY YAÚ,6,230,EST SANTA RITA
0107240,01,CONCEPCIÓN,07,YBY YAÚ,6,240,KA'AGUY POTY RORY
0107250,01,CONCEPCIÓN,07,YBY YAÚ,6,250,LAGUNA SIETE
0107280,01,CONCEPCIÓN,07,YBY YAÚ,6,280,SAN ROQUE GONZÁLEZ DE SANTA CRUZ
0107290,01,CONCEPCIÓN,07,YBY YAÚ,6,290,MEDALLA MILAGROSA
0107300,01,CONCEPCIÓN,07,YBY YAÚ,6,300,SANTO DOMINGO
0107310,01,CONCEPCIÓN,07,YBY YAÚ,6,310,CRUCE BELLA VISTA
0107320,01,CONCEPCIÓN,07,YBY YAÚ,6,320,AQUIDABÁN POTY
0107330,01,CONCEPCIÓN,07,YBY YAÚ,6,330,NARANJAY
0107340,01,CONCEPCIÓN,07,YBY YAÚ,6,340,CAÑADA AQUIDABÁN
0107350,01,CONCEPCIÓN,07,YBY YAÚ,6,350,CIERVO POTRERO
0107380,01,CONCEPCIÓN,07,YBY YAÚ,6,380,COLONIA BERNARDINO CABALLERO
0107390,01,CONCEPCIÓN,07,YBY YAÚ,6,390,CERRO MEMBY
0107400,01,CONCEPCIÓN,07,YBY YAÚ,6,400,SANTA ANA 1
0107410,01,CONCEPCIÓN,07,YBY YAÚ,6,410,PUNTA PORA ÑU
0107420,01,CONCEPCIÓN,07,YBY YAÚ,6,420,SAPUCAI
0107430,01,CONCEPCIÓN,07,YBY YAÚ,6,430,PASO HU
0107440,01,CONCEPCIÓN,07,YBY YAÚ,6,440,SAGRADA FAMILIA
0107450,01,CONCEPCIÓN,07,YBY YAÚ,6,450,MBOKAJA'I
0107460,01,CONCEPCIÓN,07,YBY YAÚ,6,460,COM INDIG YRAPEY
0107470,01,CONCEPCIÓN,07,YBY YAÚ,6,470,COM INDIG YVY APU'A
0107480,01,CONCEPCIÓN,07,YBY YAÚ,6,480,SAN MIGUEL 2
0107490,01,CONCEPCIÓN,07,YBY YAÚ,6,490,COM INDIG MBERYVO JAGUARYMI
0107500,01,CONCEPCIÓN,07,YBY YAÚ,6,500,ASENT. AGUYJE
0107510,01,CONCEPCIÓN,07,YBY YAÚ,6,510,SANTA ANA 2
0107520,01,CONCEPCIÓN,07,YBY YAÚ,6,520,SANTA LIBRADA
0107530,01,CONCEPCIÓN,07,YBY YAÚ,6,530,SAN ROQUE
0107540,01,CONCEPCIÓN,07,YBY YAÚ,6,540,COM INDIG TAKUARYTIY
0107550,01,CONCEPCIÓN,07,YBY YAÚ,6,550,COM INDIG YPYJU TUKAMBIJU
0107560,01,CONCEPCIÓN,07,YBY YAÚ,6,560,AGUIJE PYAHU
0107570,01,CONCEPCIÓN,07,YBY YAÚ,6,570,6 DE ENERO 2
0107580,01,CONCEPCIÓN,07,YBY YAÚ,6,580,CERRO MOJÓN
0107590,01,CONCEPCIÓN,07,YBY YAÚ,6,590,ÑEPYTYVO
0107600,01,CONCEPCIÓN,07,YBY YAÚ,6,600,SAN RAMÓN 2
0107610,01,CONCEPCIÓN,07,YBY YAÚ,6,610,ASENT. SAN MIGUEL
0107620,01,CONCEPCIÓN,07,YBY YAÚ,6,620,COM INDIG YVYRAIJA
0107630,01,CONCEPCIÓN,07,YBY YAÚ,6,630,COM INDIG GUYRA KEHA
0107640,01,CONCEPCIÓN,07,YBY YAÚ,6,640,COM INDIG KA'AGUY POTY RORY
0107650,01,CONCEPCIÓN,07,YBY YAÚ,6,650,COM INDIG CERRO PUKA
0107660,01,CONCEPCIÓN,07,YBY YAÚ,6,660,COM INDIG TEKOHA KA'AGUY PORA
0108001,01,CONCEPCIÓN,08,AZOTE'Y,1,001,SANTA ANA
0108002,01,CONCEPCIÓN,08,AZOTE'Y,1,002,VIRGEN DE FÁTIMA
0108003,01,CONCEPCIÓN,08,AZOTE'Y,1,003,SAN ANTONIO
0108100,01,CONCEPCIÓN,08,AZOTE'Y,6,100,SANTA ANA
0108110,01,CONCEPCIÓN,08,AZOTE'Y,6,110,SAN BLAS
0108120,01,CONCEPCIÓN,08,AZOTE'Y,6,120,SANTA LIBRADA
0108130,01,CONCEPCIÓN,08,AZOTE'Y,6,130,SAN JORGE
0108140,01,CONCEPCIÓN,08,AZOTE'Y,6,140,ZANJA MOROTI
0108150,01,CONCEPCIÓN,08,AZOTE'Y,6,150,PASO TUYA
0108160,01,CONCEPCIÓN,08,AZOTE'Y,6,160,ZONA DE ESTANCIAS
0108170,01,CONCEPCIÓN,08,AZOTE'Y,6,170,CHINI
0108180,01,CONCEPCIÓN,08,AZOTE'Y,6,180,KURUSU DE HIERRO SAN FRANCISCO
0108190,01,CONCEPCIÓN,08,AZOTE'Y,6,190,KURUSU DE HIERRO SANTO DOMINGO
0108200,01,CONCEPCIÓN,08,AZOTE'Y,6,200,KURUSU DE HIERRO SAN ROQUE
0108210,01,CONCEPCIÓN,08,AZOTE'Y,6,210,KURUSU DE HIERRO CRISTO REY
0108220,01,CONCEPCIÓN,08,AZOTE'Y,6,220,COM INDIG VY'A PAVE
0109001,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,001,PIRI POTY
0109002,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,002,LA SUERTE
0109003,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,003,PUENTESIÑO ESTE
0109004,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,004,UNIÓN
0109005,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,005,SAN CLEMENTE
0109006,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,006,LOMA PYTA
0109007,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,1,007,PUENTESIÑO SUR
0109100,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,100,29 DE JUNIO
0109110,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,110,ASENT. 29 DE JUNIO
0109120,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,120,ASENT. 6 DE ENERO
0109130,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,130,ASENT. NORTE PYAJHU
0109140,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,140,ASENT. BARRIO HERMOSA
0109150,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,150,TOLDO KUE
0109160,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,160,MARANEY
0109170,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,170,ZONA DE ESTANCIAS
0109180,01,CONCEPCIÓN,09,SARGENTO JOSÉ FÉLIX LÓPEZ,6,180,COM INDIG TAKUARITA
0110001,01,CONCEPCIÓN,10,SAN ALFREDO,1,001,CENTRO
0110330,01,CONCEPCIÓN,10,SAN ALFREDO,6,330,PASO HORQUETA
0110520,01,CONCEPCIÓN,10,SAN ALFREDO,6,520,PUERTO FONCIERE
0110530,01,CONCEPCIÓN,10,SAN ALFREDO,6,530,PUERTO ITAKUA
0110560,01,CONCEPCIÓN,10,SAN ALFREDO,6,560,PUERTO MAX
0110625,01,CONCEPCIÓN,10,SAN ALFREDO,6,625,ASENT. PAZ Y ALEGRÍA
0110630,01,CONCEPCIÓN,10,SAN ALFREDO,6,630,ITAKUA SUB-URBANO
0110635,01,CONCEPCIÓN,10,SAN ALFREDO,6,635,ASENT. 8 DE NOVIEMBRE
0110765,01,CONCEPCIÓN,10,SAN ALFREDO,6,765,ASENT. SAN FRANCISCO
0110770,01,CONCEPCIÓN,10,SAN ALFREDO,6,770,COLONIA SAN ALFREDO - CHACO'I
0110780,01,CONCEPCIÓN,10,SAN ALFREDO,6,780,COLONIA SAN ALFREDO-MARÍA AUXILIADORA
0110790,01,CONCEPCIÓN,10,SAN ALFREDO,6,790,COLONIA SAN ALFREDO
0110800,01,CONCEPCIÓN,10,SAN ALFREDO,6,800,CAMPITO
0110805,01,CONCEPCIÓN,10,SAN ALFREDO,6,805,ZONA DE ESTANCIAS 1
0110810,01,CONCEPCIÓN,10,SAN ALFREDO,6,810,GUYRATI
0111001,01,CONCEPCIÓN,11,PASO BARRETO,1,001,URBANO
0111410,01,CONCEPCIÓN,11,PASO BARRETO,6,410,PASO BARRETO
0111420,01,CONCEPCIÓN,11,PASO BARRETO,6,420,ISLA TUYU
0111760,01,CONCEPCIÓN,11,PASO BARRETO,6,760,COM INDIG VYA RENDA BOQUERÓN
0111785,01,CONCEPCIÓN,11,PASO BARRETO,6,785,JAGUARETE POTRERO
0111820,01,CONCEPCIÓN,11,PASO BARRETO,6,820,ALEGRÍA
0111845,01,CONCEPCIÓN,11,PASO BARRETO,6,845,HUGUA ÑANDU
0111850,01,CONCEPCIÓN,11,PASO BARRETO,6,850,ZONA DE ESTANCIAS
0111870,01,CONCEPCIÓN,11,PASO BARRETO,6,870,COM INDIG JEGUAHATY
0201001,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,001,SAN RAFAEL
0201002,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,002,NUESTRA SEÑORA DE LA ASUNCIÓN
0201003,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,003,INMACULADA
0201004,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,004,SAN MIGUEL
0201005,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,005,SAN JOSÉ
0201006,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,006,SAN ROQUE
0201007,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,007,SANTA ANA
0201008,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,008,FÁTIMA
0201009,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,1,009,MARÍA AUXILIADORA
0201100,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,100,COSTA PUKU
0201130,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,130,LOMA PYTA
0201140,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,140,TAPE KA'AGUY
0201150,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,150,ZOLABARRIETA
0201160,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,160,CAÑADA
0201170,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,170,PICADA FERNÁNDEZ
0201180,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,180,ROSARIO LOMA
0201190,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,190,ÑANDU KUA
0201200,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,200,CURUPAYTY
0201220,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,220,YBAROTY
0201230,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,230,SAN JOSÉ 2
0201240,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,240,CORREA RUGUA
0201250,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,250,YATEBO
0201260,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,260,SARGENTO LOMA
0201290,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,290,JAKARE ÑE'E
0201320,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,320,SAN JOSÉ 1
0201330,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,330,NARANJATY
0201350,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,350,GARRIGOZA
0201360,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,360,AGUARAYMI
0201390,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,390,PIRI PUKU
0201420,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,420,HUGUA GUASU
0201440,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,440,ASENT. CORPUS CHRISTI 15 DE MAYO
0201450,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,450,AGUARAY
0201460,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,460,HUGUA SANTA CATALINA
0201480,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,480,SAN IGNACIO
0201490,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,490,COLONIA BARBERO
0201500,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,500,QUIINDY
0201530,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,530,ASENT. VIRGEN DE FÁTIMA
0201540,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,540,FONDO SAN BLAS
0201560,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,560,NARANJO
0201580,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,580,INMACULADA 2
0201645,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,3,645,PUERTO YVAPOVO SUB-URBANO
0201660,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,660,SAN ANTONIO 2
0201680,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,680,COLONIA SAN JUAN
0201690,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,690,YVAPOVO
0201705,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,705,COM INDIG YVY POTY
0201710,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,710,VILLA AURORA
0201715,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,715,SANTA ROSA 2
0201720,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,720,NUESTRA SEÑORA DE LA ASUNCIÓN
0201725,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,725,ZONA DE ESTANCIAS NORTE
0201730,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,730,INMACULADA 1
0201735,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,735,ASENT. MESQUITA
0201740,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,740,ASENT. SAN JORGE
0201745,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,745,ASENT. SAN FRANCISCO
0201750,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,750,SANTA ANA
0201760,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,760,PUERTO SAN ROQUE
0201770,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,770,ANGELITA
0201780,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,780,SANTO TOMÁS
0201790,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,790,YPAJERE
0201800,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,800,MBOKAJATY
0201810,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,810,ASENT. EX TAON
0201820,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,820,SAN ISIDRO
0201830,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,830,JUAN PABLO II
0201840,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,840,ASENT. SANTA CATALINA
0201850,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,850,SANTA ROSA 1
0201860,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,860,MARÍA AUXILIADORA
0201870,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,870,SAN DIEGO LOMA
0201880,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,880,ROJAS RUGUA
0201890,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,890,SAN JUAN
0201900,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,900,SANTA LUCÍA
0201910,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,910,SAN ANTONIO 1
0201920,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,920,PANCHITO LÓPEZ
0201930,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,930,ASENT. CORPUS CHRISTI CALLE 3000
0201940,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,940,SAN FRANCISCO
0201950,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,950,ASENT. CORPUS CHRISTI CALLE 2000
0201960,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,960,ASENT. CORPUS CHRISTI CALLE 1000
0201970,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,970,MOREIRA
0201980,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,980,LOS LAPACHOS
0201990,02,SAN PEDRO,01,SAN PEDRO DEL YCUAMANDYYÚ,6,990,PAVÓN KUE
0202001,02,SAN PEDRO,02,ANTEQUERA,1,001,CURUZU CHICA
0202002,02,SAN PEDRO,02,ANTEQUERA,1,002,VIRGEN DE FÁTIMA
0202003,02,SAN PEDRO,02,ANTEQUERA,1,003,SANTO DOMINGO
0202004,02,SAN PEDRO,02,ANTEQUERA,1,004,SAN ROQUE
0202005,02,SAN PEDRO,02,ANTEQUERA,1,005,SAGRADA FAMILIA
0202100,02,SAN PEDRO,02,ANTEQUERA,6,100,ESTANCIA VIRADOLCE
0202110,02,SAN PEDRO,02,ANTEQUERA,6,110,KILÓMETRO 3
0202120,02,SAN PEDRO,02,ANTEQUERA,6,120,1RA VISTA
0202130,02,SAN PEDRO,02,ANTEQUERA,6,130,PICADA ANTEQUERA
0202150,02,SAN PEDRO,02,ANTEQUERA,6,150,ESTANCIA PY PORE
0202160,02,SAN PEDRO,02,ANTEQUERA,6,160,POROTO
0202170,02,SAN PEDRO,02,ANTEQUERA,6,170,PUERTO BARRANQUERITA
0202180,02,SAN PEDRO,02,ANTEQUERA,6,180,MONTE ALTO
0203001,02,SAN PEDRO,03,CHORÉ,1,001,SANTISIMA TRINIDAD
0203002,02,SAN PEDRO,03,CHORÉ,1,002,SANTA LUCÍA
0203003,02,SAN PEDRO,03,CHORÉ,1,003,SAN VICENTE
0203004,02,SAN PEDRO,03,CHORÉ,1,004,SAN ROQUE
0203005,02,SAN PEDRO,03,CHORÉ,1,005,ALBORADA
0203100,02,SAN PEDRO,03,CHORÉ,6,100,NUCLEAR 2
0203180,02,SAN PEDRO,03,CHORÉ,6,180,SANTA ANA
0203270,02,SAN PEDRO,03,CHORÉ,6,270,SANTA LUCÍA 1
0203300,02,SAN PEDRO,03,CHORÉ,6,300,1RO DE MARZO
0203350,02,SAN PEDRO,03,CHORÉ,6,350,SAN ROQUE
0203360,02,SAN PEDRO,03,CHORÉ,6,360,COLONIA INDUSTRIAL KUE
0203370,02,SAN PEDRO,03,CHORÉ,6,370,SAN AGUSTÍN
0203380,02,SAN PEDRO,03,CHORÉ,6,380,CHORE I
0203390,02,SAN PEDRO,03,CHORÉ,6,390,CHORE MI
0203400,02,SAN PEDRO,03,CHORÉ,6,400,PLÁCIDO
0203410,02,SAN PEDRO,03,CHORÉ,6,410,NARANJA HAI
0203440,02,SAN PEDRO,03,CHORÉ,6,440,MONSEÑOR AQUINO
0203450,02,SAN PEDRO,03,CHORÉ,6,450,MARTILLO
0203460,02,SAN PEDRO,03,CHORÉ,6,460,NUCLEAR 3
0203470,02,SAN PEDRO,03,CHORÉ,6,470,NUCLEAR 1
0203480,02,SAN PEDRO,03,CHORÉ,6,480,SANTO DOMINGO
0203510,02,SAN PEDRO,03,CHORÉ,6,510,SAN LUIS
0203520,02,SAN PEDRO,03,CHORÉ,6,520,HUGUA POTI
0203530,02,SAN PEDRO,03,CHORÉ,6,530,25 DE MAYO
0203550,02,SAN PEDRO,03,CHORÉ,6,550,KO'E POTY
0203570,02,SAN PEDRO,03,CHORÉ,6,570,NACIENTE
0203590,02,SAN PEDRO,03,CHORÉ,6,590,YKUA PORA 2DA LINEA
0203600,02,SAN PEDRO,03,CHORÉ,6,600,YKUA PORA 3RA LINEA
0203630,02,SAN PEDRO,03,CHORÉ,6,630,LA NIÑA
0203640,02,SAN PEDRO,03,CHORÉ,6,640,15 DE AGOSTO
0203650,02,SAN PEDRO,03,CHORÉ,6,650,LIBERACIÓN SUR
0203660,02,SAN PEDRO,03,CHORÉ,6,660,SAN FRANCISCO
0203670,02,SAN PEDRO,03,CHORÉ,6,670,KOKUERA CALLE SANTA ROSA
0203690,02,SAN PEDRO,03,CHORÉ,6,690,KOKUERA MARÍA AUXILIADORA
0203700,02,SAN PEDRO,03,CHORÉ,6,700,KOKUERA CALLE SANTA LUCÍA
0203710,02,SAN PEDRO,03,CHORÉ,6,710,KOKUERA CALLE SAN BLAS
0203720,02,SAN PEDRO,03,CHORÉ,6,720,KOKUERA CALLE SAN ANTONIO
0203730,02,SAN PEDRO,03,CHORÉ,6,730,SAGRADA FAMILIA
0203740,02,SAN PEDRO,03,CHORÉ,6,740,SAN RAFAEL
0203760,02,SAN PEDRO,03,CHORÉ,6,760,SAN ANTONIO
0203770,02,SAN PEDRO,03,CHORÉ,6,770,ASENT. SAN FRANCISCO KOKUERA
0203780,02,SAN PEDRO,03,CHORÉ,6,780,KOKUERA CALLE SAN FRANCISCO
0203790,02,SAN PEDRO,03,CHORÉ,6,790,SAN PEDRO
0203800,02,SAN PEDRO,03,CHORÉ,6,800,SANTA LUCÍA 2
0203810,02,SAN PEDRO,03,CHORÉ,6,810,SAN MIGUEL
0203820,02,SAN PEDRO,03,CHORÉ,6,820,SAN BLAS 2
0203830,02,SAN PEDRO,03,CHORÉ,6,830,SAN JOSÉ
0203840,02,SAN PEDRO,03,CHORÉ,6,840,KOKUERA CALLE SAN JUAN
0203850,02,SAN PEDRO,03,CHORÉ,6,850,CARAGUATAY
0203860,02,SAN PEDRO,03,CHORÉ,6,860,4 BOCAS
0203870,02,SAN PEDRO,03,CHORÉ,6,870,MARÍA AUXILIADORA SUR
0203880,02,SAN PEDRO,03,CHORÉ,6,880,MARÍA AUXILIADORA NORTE
0203890,02,SAN PEDRO,03,CHORÉ,6,890,6 DE ENERO
0203900,02,SAN PEDRO,03,CHORÉ,6,900,VILLA ALEGRE
0203910,02,SAN PEDRO,03,CHORÉ,6,910,ROSA MÍSTICA
0203915,02,SAN PEDRO,03,CHORÉ,3,915,VILLA ELITA SUB-URBANO
0203920,02,SAN PEDRO,03,CHORÉ,6,920,ROSARINO
0203930,02,SAN PEDRO,03,CHORÉ,6,930,SAN BLAS 1
0203940,02,SAN PEDRO,03,CHORÉ,6,940,LIBERACIÓN NORTE
0203950,02,SAN PEDRO,03,CHORÉ,6,950,DEFENSORES DEL CHACO
0203960,02,SAN PEDRO,03,CHORÉ,6,960,SAN JOSÉ -YERUTI
0203970,02,SAN PEDRO,03,CHORÉ,6,970,PINDOTY
