Código concatenado,Código de Departamento,Descripción de Departamento,Código de Distrito,Descripción de Distrito,Área,Código de Barrio/Localidad,Descripción de Barrio/Localidad
1108084,11,CENTRAL,08,LIMPIO,1,084,ASENT.  FULGENCIO YEGROS SALADO
1108085,11,CENTRAL,08,LIMPIO,1,085,ASENT. SALADO
1108086,11,CENTRAL,08,LIMPIO,1,086,ASENT. SAN  CAYETANO SALADO
1108087,11,CENTRAL,08,LIMPIO,1,087,PILAR DEL NORTE
1108088,11,CENTRAL,08,LIMPIO,1,088,SAN BLAS JUAN DE SALAZAR
1108089,11,CENTRAL,08,LIMPIO,1,089,ASENT. ESPITIRU SANTO  ISLA AVEIRO
1108090,11,CENTRAL,08,LIMPIO,1,090,ASENT. NUEVO AMANECER AGUAPEY
1108091,11,CENTRAL,08,LIMPIO,1,091,RINCÓN DEL PEÑÓN AURORA
1108092,11,CENTRAL,08,LIMPIO,1,092,VILLA SAN MIGUEL
1108093,11,CENTRAL,08,LIMPIO,1,093,ISLA AVEIRO EL PORTAL
1108094,11,CENTRAL,08,LIMPIO,1,094,ISLA AVEIRO SAN JOSÉ
1108095,11,CENTRAL,08,LIMPIO,1,095,ISLA SAN FRANCISCO
1108096,11,CENTRAL,08,LIMPIO,1,096,ISLA AVEIRO BARRIO NORTE
1108097,11,CENTRAL,08,LIMPIO,1,097,ISLA AVEIRO EL BOSQUE
1108098,11,CENTRAL,08,LIMPIO,1,098,RINCÓN DEL PEÑÓN SAN ROQUE
1108099,11,CENTRAL,08,LIMPIO,1,099,ISLA AVEIRO EL EUCALIPTAL
1108100,11,CENTRAL,08,LIMPIO,1,100,RINCÓN DEL PEÑÓN COSTA AZUL
1108101,11,CENTRAL,08,LIMPIO,1,101,RINCÓN DEL PEÑÓN LA ESPERANZA
1108102,11,CENTRAL,08,LIMPIO,1,102,PASO CORREO
1108103,11,CENTRAL,08,LIMPIO,1,103,PIQUETE CUE SAN BLAS
1108104,11,CENTRAL,08,LIMPIO,1,104,PIQUETE CUE SANTA LIBRADA
1108105,11,CENTRAL,08,LIMPIO,1,105,PIQUETE CUE EL PEÑÓN 1 Y 2
1108106,11,CENTRAL,08,LIMPIO,1,106,PIQUETE CUE EL PEÑÓN 4
1108107,11,CENTRAL,08,LIMPIO,1,107,EL PEÑÓN 3
1108108,11,CENTRAL,08,LIMPIO,1,108,PIQUETE CUE SAN FRANCISCO
1108109,11,CENTRAL,08,LIMPIO,1,109,RINCÓN DEL PEÑÓN VILLA JARDÍN
1108110,11,CENTRAL,08,LIMPIO,1,110,ASENT. 19 DE JUNIO
1108111,11,CENTRAL,08,LIMPIO,1,111,VILLA MADRID
1108112,11,CENTRAL,08,LIMPIO,1,112,CENTRO PARAISO
1108113,11,CENTRAL,08,LIMPIO,1,113,ASENT. BARCELONA
1109002,11,CENTRAL,09,LUQUE,1,002,ZARATE ISLA
1109003,11,CENTRAL,09,LUQUE,1,003,YCUA CARANDAY
1109004,11,CENTRAL,09,LUQUE,1,004,MORA KUE
1109005,11,CENTRAL,09,LUQUE,1,005,CAÑADA GARAY
1109006,11,CENTRAL,09,LUQUE,1,006,YCA'A
1109007,11,CENTRAL,09,LUQUE,1,007,LOMA MERLO
1109008,11,CENTRAL,09,LUQUE,1,008,PRIMER BARRIO
1109009,11,CENTRAL,09,LUQUE,1,009,SEGUNDO BARRIO
1109011,11,CENTRAL,09,LUQUE,1,011,CUARTO BARRIO
1109012,11,CENTRAL,09,LUQUE,1,012,CAMPO GRANDE
1109013,11,CENTRAL,09,LUQUE,1,013,HUGUA DE SEDA
1109014,11,CENTRAL,09,LUQUE,1,014,TERCER BARRIO
1109015,11,CENTRAL,09,LUQUE,1,015,MARAMBURE
1109016,11,CENTRAL,09,LUQUE,1,016,YAGUARETE CORA
1109017,11,CENTRAL,09,LUQUE,1,017,COSTA SOSA
1109018,11,CENTRAL,09,LUQUE,1,018,YCUA DURÉ
1109019,11,CENTRAL,09,LUQUE,1,019,MACA'I
1109020,11,CENTRAL,09,LUQUE,1,020,CAÑADA SAN RAFAEL
1109021,11,CENTRAL,09,LUQUE,1,021,ISLA BOGADO
1109022,11,CENTRAL,09,LUQUE,1,022,LAURELTY
1109023,11,CENTRAL,09,LUQUE,1,023,ITAPUAMI 1
1109024,11,CENTRAL,09,LUQUE,1,024,TARUMANDY
1109025,11,CENTRAL,09,LUQUE,1,025,MARIN CAAGUY
1109026,11,CENTRAL,09,LUQUE,1,026,ITA ANGU'A
1109027,11,CENTRAL,09,LUQUE,1,027,YUKYRY
1109100,11,CENTRAL,09,LUQUE,6,100,TARUMANDY
1109110,11,CENTRAL,09,LUQUE,6,110,ITAPUAMI 2
1109120,11,CENTRAL,09,LUQUE,6,120,NUEVA ASUNCIÓN
1109125,11,CENTRAL,09,LUQUE,3,125,NUEVA ASUNCIÓN SUB-URBANO
1109130,11,CENTRAL,09,LUQUE,6,130,ASENT ITAPUAMI
1109140,11,CENTRAL,09,LUQUE,6,140,ASENT TARUMANDY 2
1109150,11,CENTRAL,09,LUQUE,6,150,ASENT TARUMANDY 1
1109160,11,CENTRAL,09,LUQUE,6,160,ASENT NUEVA ASUNCIÓN
1110001,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,001,CORUMBA KUE - UNIVERSO
1110002,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,002,SURUBI'Y
1110003,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,003,AREKAJA
1110004,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,004,KA'AGUY KUPE
1110005,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,005,SAN LUIS
1110007,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,007,CENTRAL
1110008,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,008,MARÍA AUXILIADORA
1110009,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,009,REMANSO
1110010,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,010,BAÑADO
1110011,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,011,VILLA MARGARITA
1110012,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,012,ROSA MÍSTICA
1110013,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,013,DEFENSORES DEL CHACO
1110014,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,014,LA ASUNCIÓN
1110015,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,015,SAN BLAS
1110016,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,016,SAN JORGE
1110017,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,017,SAN RAMÓN
1110018,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,018,LA CONCORDIA MONSEÑOR BOGARÍN
1110019,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,019,CENTRAL II
1110020,11,CENTRAL,10,MARIANO ROQUE ALONSO,1,020,CAACUPEMI
1111001,11,CENTRAL,11,NUEVA ITALIA,1,001,SANTA ROSA
1111002,11,CENTRAL,11,NUEVA ITALIA,1,002,SAN PEDRO
1111003,11,CENTRAL,11,NUEVA ITALIA,1,003,SAN BLAS
1111004,11,CENTRAL,11,NUEVA ITALIA,1,004,SAN FRANCISCO
1111100,11,CENTRAL,11,NUEVA ITALIA,6,100,ITA YVATE'I
1111110,11,CENTRAL,11,NUEVA ITALIA,6,110,SAN PEDRO
1111120,11,CENTRAL,11,NUEVA ITALIA,6,120,JUKYTY
1111130,11,CENTRAL,11,NUEVA ITALIA,6,130,ISLA GUAVIRA
1111140,11,CENTRAL,11,NUEVA ITALIA,6,140,TAKUARA
1111150,11,CENTRAL,11,NUEVA ITALIA,6,150,PINDOTY
1111160,11,CENTRAL,11,NUEVA ITALIA,6,160,CHACO'I
1111170,11,CENTRAL,11,NUEVA ITALIA,6,170,2 DE MAYO
1111180,11,CENTRAL,11,NUEVA ITALIA,6,180,ASENT. ITA YVATE'I 2
1111190,11,CENTRAL,11,NUEVA ITALIA,6,190,ASENT. ITA YVATE'I 1
1111200,11,CENTRAL,11,NUEVA ITALIA,6,200,ASENT. ITA YVATE'I 3
1111210,11,CENTRAL,11,NUEVA ITALIA,6,210,TATARE
1112001,11,CENTRAL,12,ÑEMBY,1,001,VILLA ANITA
1112002,11,CENTRAL,12,ÑEMBY,1,002,PA'I ÑU
1112003,11,CENTRAL,12,ÑEMBY,1,003,MBOKAJATY
1112004,11,CENTRAL,12,ÑEMBY,1,004,VISTA ALEGRE
1112005,11,CENTRAL,12,ÑEMBY,1,005,CENTRO
1112007,11,CENTRAL,12,ÑEMBY,1,007,SALINAS
1112012,11,CENTRAL,12,ÑEMBY,1,012,RINCÓN
1112013,11,CENTRAL,12,ÑEMBY,1,013,CAAGUAZU
1112015,11,CENTRAL,12,ÑEMBY,1,015,CAÑADITA
1112017,11,CENTRAL,12,ÑEMBY,1,017,LOS NARANJOS
1112018,11,CENTRAL,12,ÑEMBY,1,018,3 DE MAYO
1113002,11,CENTRAL,13,SAN ANTONIO,1,002,PUEBLO
1113003,11,CENTRAL,13,SAN ANTONIO,1,003,SAN BLAS
1113004,11,CENTRAL,13,SAN ANTONIO,1,004,MARÍA AUXILIADORA
1113007,11,CENTRAL,13,SAN ANTONIO,1,007,LA MERCED
1113008,11,CENTRAL,13,SAN ANTONIO,1,008,SAN ROQUE
1113009,11,CENTRAL,13,SAN ANTONIO,1,009,NARANJATY
1113012,11,CENTRAL,13,SAN ANTONIO,1,012,ACOSTA ÑU
1113013,11,CENTRAL,13,SAN ANTONIO,1,013,SAN JORGE
1113016,11,CENTRAL,13,SAN ANTONIO,1,016,SAN FRANCISCO
1113017,11,CENTRAL,13,SAN ANTONIO,1,017,ANTIGUA IMÁGEN
1113018,11,CENTRAL,13,SAN ANTONIO,1,018,ACHUCARRO
1114001,11,CENTRAL,14,SAN LORENZO,1,001,LAURELTY
1114002,11,CENTRAL,14,SAN LORENZO,1,002,VILLA AMELIA
1114003,11,CENTRAL,14,SAN LORENZO,1,003,SAN MIGUEL
1114004,11,CENTRAL,14,SAN LORENZO,1,004,SANTO REY
1114005,11,CENTRAL,14,SAN LORENZO,1,005,VIRGEN DE LOS REMEDIOS
1114006,11,CENTRAL,14,SAN LORENZO,1,006,VILLA LAURELTY
1114007,11,CENTRAL,14,SAN LORENZO,1,007,SAGRADA FAMILIA
1114008,11,CENTRAL,14,SAN LORENZO,1,008,SAN JUAN - CALLE'I
1114009,11,CENTRAL,14,SAN LORENZO,1,009,SAN ISIDRO
1114010,11,CENTRAL,14,SAN LORENZO,1,010,SAN FRANCISCO
1114011,11,CENTRAL,14,SAN LORENZO,1,011,SANTA MARÍA
1114012,11,CENTRAL,14,SAN LORENZO,1,012,SAN PEDRO - ÑU PORA
1114013,11,CENTRAL,14,SAN LORENZO,1,013,SAN RAMÓN
1114014,11,CENTRAL,14,SAN LORENZO,1,014,LAS MERCEDES
1114015,11,CENTRAL,14,SAN LORENZO,1,015,SAN JOSÉ
1114016,11,CENTRAL,14,SAN LORENZO,1,016,SANTA LUCÍA
1114017,11,CENTRAL,14,SAN LORENZO,1,017,SAN RAFAEL
1114018,11,CENTRAL,14,SAN LORENZO,1,018,SAN ROQUE
1114019,11,CENTRAL,14,SAN LORENZO,1,019,INMACULADA
1114020,11,CENTRAL,14,SAN LORENZO,1,020,SAN PEDRO
1114021,11,CENTRAL,14,SAN LORENZO,1,021,SAN BLAS
1114022,11,CENTRAL,14,SAN LORENZO,1,022,CORAZÓN DE JESÚS
1114023,11,CENTRAL,14,SAN LORENZO,1,023,SAN ANTONIO - CIUDAD
1114024,11,CENTRAL,14,SAN LORENZO,1,024,SAN FELIPE
1114025,11,CENTRAL,14,SAN LORENZO,1,025,MARÍA AUXILIADORA
1114026,11,CENTRAL,14,SAN LORENZO,1,026,FÁTIMA
1114027,11,CENTRAL,14,SAN LORENZO,1,027,SAN LUIS
1114028,11,CENTRAL,14,SAN LORENZO,1,028,FLORIDA
1114029,11,CENTRAL,14,SAN LORENZO,1,029,LA ENCARNACIÓN
1114030,11,CENTRAL,14,SAN LORENZO,1,030,LUCERITO
1114031,11,CENTRAL,14,SAN LORENZO,1,031,SANTA ANA
1114032,11,CENTRAL,14,SAN LORENZO,1,032,SANTA CRUZ
1114033,11,CENTRAL,14,SAN LORENZO,1,033,SANTA LIBRADA
1114034,11,CENTRAL,14,SAN LORENZO,1,034,BARCEQUILLO
1114035,11,CENTRAL,14,SAN LORENZO,1,035,VILLA UNIVERSITARIA
1114036,11,CENTRAL,14,SAN LORENZO,1,036,ESPÍRITU SANTO
1114037,11,CENTRAL,14,SAN LORENZO,1,037,VILLA DEL AGRÓNOMO
1114038,11,CENTRAL,14,SAN LORENZO,1,038,SANTO TOMÁS
1114039,11,CENTRAL,14,SAN LORENZO,1,039,NUESTRA SEÑORA DE LA ASUNCIÓN
1114040,11,CENTRAL,14,SAN LORENZO,1,040,SAN JUAN - LUCERITO
1114041,11,CENTRAL,14,SAN LORENZO,1,041,TAYAZUAPE
1114042,11,CENTRAL,14,SAN LORENZO,1,042,LOS NOGALES
1114043,11,CENTRAL,14,SAN LORENZO,1,043,MIRAFLORES
1114044,11,CENTRAL,14,SAN LORENZO,1,044,VILLA INDUSTRIAL
1114045,11,CENTRAL,14,SAN LORENZO,1,045,MITA'I - NUEVA AURORA
1114046,11,CENTRAL,14,SAN LORENZO,1,046,VIRGEN DEL ROSARIO
1114047,11,CENTRAL,14,SAN LORENZO,1,047,CAPILLA DEL MONTE
1114048,11,CENTRAL,14,SAN LORENZO,1,048,RINCÓN
1114049,11,CENTRAL,14,SAN LORENZO,1,049,LÉRIDA
1114050,11,CENTRAL,14,SAN LORENZO,1,050,REDUCTO
1114051,11,CENTRAL,14,SAN LORENZO,1,051,ANAHI
1114052,11,CENTRAL,14,SAN LORENZO,1,052,LA VICTORIA
1115001,11,CENTRAL,15,VILLA ELISA,1,001,29 DE SETIEMBRE
1115002,11,CENTRAL,15,VILLA ELISA,1,002,TRES BOCAS
1115003,11,CENTRAL,15,VILLA ELISA,1,003,YPATI
1115004,11,CENTRAL,15,VILLA ELISA,1,004,ROSEDAL
1115005,11,CENTRAL,15,VILLA ELISA,1,005,GLORIA MARÍA
1115006,11,CENTRAL,15,VILLA ELISA,1,006,8 DE DICIEMBRE
1115007,11,CENTRAL,15,VILLA ELISA,1,007,ARROYO SECO
1115008,11,CENTRAL,15,VILLA ELISA,1,008,SAN JOSÉ
1115009,11,CENTRAL,15,VILLA ELISA,1,009,CENTRO
1115010,11,CENTRAL,15,VILLA ELISA,1,010,SOL DE AMÉRICA
1115011,11,CENTRAL,15,VILLA ELISA,1,011,MBOKAJATY
1115012,11,CENTRAL,15,VILLA ELISA,1,012,REMANSO
1115013,11,CENTRAL,15,VILLA ELISA,1,013,PICADA
1115014,11,CENTRAL,15,VILLA ELISA,1,014,VILLA BONITA
1115015,11,CENTRAL,15,VILLA ELISA,1,015,VILLA HERMOSA
1115016,11,CENTRAL,15,VILLA ELISA,1,016,SAN JUAN
1116001,11,CENTRAL,16,VILLETA,1,001,INMACULADA
1116002,11,CENTRAL,16,VILLETA,1,002,SAGRADO CORAZÓN JESÚS
1116003,11,CENTRAL,16,VILLETA,1,003,SAN JORGE
1116004,11,CENTRAL,16,VILLETA,1,004,SAN JUAN
1116005,11,CENTRAL,16,VILLETA,1,005,SAN ISIDRO
1116006,11,CENTRAL,16,VILLETA,1,006,SAN MARTÍN DE PORRES
1116007,11,CENTRAL,16,VILLETA,1,007,SAN ROQUE
1116008,11,CENTRAL,16,VILLETA,1,008,VIRGEN DE LOURDES
1116009,11,CENTRAL,16,VILLETA,1,009,ZONA INDUSTRIAL SUR
1116010,11,CENTRAL,16,VILLETA,1,010,SAN JOSÉ
1116110,11,CENTRAL,16,VILLETA,6,110,VALLE PO'I
1116120,11,CENTRAL,16,VILLETA,6,120,TAKUATY
1116130,11,CENTRAL,16,VILLETA,6,130,ZANJA PYTA
1116140,11,CENTRAL,16,VILLETA,6,140,TAKURUTY
1116150,11,CENTRAL,16,VILLETA,6,150,CUMBARITY
1116160,11,CENTRAL,16,VILLETA,6,160,ITA YVATE
1116170,11,CENTRAL,16,VILLETA,6,170,PUERTO GUYRATI
1116180,11,CENTRAL,16,VILLETA,6,180,SURUBI'Y
1116190,11,CENTRAL,16,VILLETA,6,190,PUERTO SANTA ROSA
1116200,11,CENTRAL,16,VILLETA,6,200,BUEY RODEO
1116210,11,CENTRAL,16,VILLETA,6,210,YPEKA'E
1116220,11,CENTRAL,16,VILLETA,6,220,FRACCIÓN ABAY
1116230,11,CENTRAL,16,VILLETA,6,230,NARANJAISY
1116240,11,CENTRAL,16,VILLETA,6,240,LOMA MERLO
1116250,11,CENTRAL,16,VILLETA,6,250,GUASU KORA
1116260,11,CENTRAL,16,VILLETA,6,260,SAN ANTONIO
1116270,11,CENTRAL,16,VILLETA,6,270,ASENT. ITA YVATE
1116280,11,CENTRAL,16,VILLETA,6,280,ASENT. SANTA ANA  NARANJAISY
1116290,11,CENTRAL,16,VILLETA,6,290,ASENT. SOL NACIENTE
1116300,11,CENTRAL,16,VILLETA,6,300,ASENT. GUASU KORA 2
1116310,11,CENTRAL,16,VILLETA,6,310,ASENT. NARANJAISY 1
1116320,11,CENTRAL,16,VILLETA,6,320,ASENT. 8 DE DICIEMBRE
1116330,11,CENTRAL,16,VILLETA,6,330,NARANJAISY SAN BLAS
1116340,11,CENTRAL,16,VILLETA,6,340,SANTA LUCÍA
1116350,11,CENTRAL,16,VILLETA,6,350,ASENT. 24 DE AGOSTO
1116360,11,CENTRAL,16,VILLETA,6,360,ASENT. NARANJAISY
1116370,11,CENTRAL,16,VILLETA,6,370,SENDA
1116380,11,CENTRAL,16,VILLETA,6,380,VILLA INDUSTRIAL
1117001,11,CENTRAL,17,YPACARAÍ,1,001,CERRO GUY 2
1117002,11,CENTRAL,17,YPACARAÍ,1,002,SANTA ROSA
1117003,11,CENTRAL,17,YPACARAÍ,1,003,CERRO GUY
1117004,11,CENTRAL,17,YPACARAÍ,1,004,LA VICTORIA
1117005,11,CENTRAL,17,YPACARAÍ,1,005,PALMA
1117006,11,CENTRAL,17,YPACARAÍ,1,006,SAN BLAS
1117100,11,CENTRAL,17,YPACARAÍ,6,100,PEDROZO
1117105,11,CENTRAL,17,YPACARAÍ,3,105,PEDROZO SUB-URBANO
1117110,11,CENTRAL,17,YPACARAÍ,6,110,HUGUA HU
1117115,11,CENTRAL,17,YPACARAÍ,3,115,HUGUA HU SUB-URBANO
1117120,11,CENTRAL,17,YPACARAÍ,6,120,ITAPYTANGUA
1117130,11,CENTRAL,17,YPACARAÍ,6,130,MBOKAJATY
1117140,11,CENTRAL,17,YPACARAÍ,6,140,CERRITO
1117150,11,CENTRAL,17,YPACARAÍ,6,150,ARROYO ESTRELLA
1117160,11,CENTRAL,17,YPACARAÍ,6,160,PASO PUENTE
1117170,11,CENTRAL,17,YPACARAÍ,6,170,CERRO GUY KILÓMETRO 35
1117180,11,CENTRAL,17,YPACARAÍ,6,180,CERRO GUY VÍA FERREA
1117190,11,CENTRAL,17,YPACARAÍ,6,190,COSTA LAGO
1117200,11,CENTRAL,17,YPACARAÍ,6,200,MARGARITA
1117210,11,CENTRAL,17,YPACARAÍ,6,210,PUERTA DEL LAGO
1117215,11,CENTRAL,17,YPACARAÍ,3,215,PUERTA DEL LAGO SUB-URBANO
1118001,11,CENTRAL,18,YPANÉ,1,001,SAN FRANCISCO
1118002,11,CENTRAL,18,YPANÉ,1,002,SAN PEDRO
1118003,11,CENTRAL,18,YPANÉ,1,003,CHACO'I
1118004,11,CENTRAL,18,YPANÉ,1,004,SAN ANTONIO
1118005,11,CENTRAL,18,YPANÉ,1,005,DEL PILAR
1118100,11,CENTRAL,18,YPANÉ,6,100,COLONIA THOMPSON
1118120,11,CENTRAL,18,YPANÉ,6,120,COMPAÑÍA 7
1118130,11,CENTRAL,18,YPANÉ,6,130,SAN FRANCISCO
1118140,11,CENTRAL,18,YPANÉ,6,140,PASO DE ORO
1118150,11,CENTRAL,18,YPANÉ,6,150,SAN NICOLÁS
1118160,11,CENTRAL,18,YPANÉ,6,160,YTORORO
1118170,11,CENTRAL,18,YPANÉ,6,170,ROSADO GUASU
1118190,11,CENTRAL,18,YPANÉ,6,190,COSTA ALEGRE
1118200,11,CENTRAL,18,YPANÉ,6,200,ALTOS DE YPANÉ
1118210,11,CENTRAL,18,YPANÉ,6,210,POTRERITO
1118220,11,CENTRAL,18,YPANÉ,6,220,14 DE MAYO
1118230,11,CENTRAL,18,YPANÉ,6,230,ASENT. SAN DIEGO
1118240,11,CENTRAL,18,YPANÉ,6,240,SAN ANTONIO
1118250,11,CENTRAL,18,YPANÉ,6,250,SAN CAYETANO
1118260,11,CENTRAL,18,YPANÉ,6,260,SAN BLAS CONAVI
1118270,11,CENTRAL,18,YPANÉ,6,270,ASENT. SAN MIGUEL
1118280,11,CENTRAL,18,YPANÉ,6,280,VIRGEN DEL CARMEN
1118290,11,CENTRAL,18,YPANÉ,6,290,ASENT. SAN VALENTÍN 2
1118300,11,CENTRAL,18,YPANÉ,6,300,SANTA TERESA
1118310,11,CENTRAL,18,YPANÉ,6,310,8 DE DICIEMBRE
1118320,11,CENTRAL,18,YPANÉ,6,320,SAN ISIDRO
1118330,11,CENTRAL,18,YPANÉ,6,330,ASENT. PASO PUKU
1118340,11,CENTRAL,18,YPANÉ,6,340,ASENT. MADRES PARAGUAYAS
1118350,11,CENTRAL,18,YPANÉ,6,350,ASENT. 8 DE DICIEMBRE
1118360,11,CENTRAL,18,YPANÉ,6,360,LAUREL
1118370,11,CENTRAL,18,YPANÉ,6,370,29 DE AGOSTO
1118380,11,CENTRAL,18,YPANÉ,6,380,PUERTA DE YPANÉ
1118390,11,CENTRAL,18,YPANÉ,6,390,PILAR DEL ESTE
1118400,11,CENTRAL,18,YPANÉ,6,400,ASENT. 29 DE AGOSTO
1118410,11,CENTRAL,18,YPANÉ,6,410,VIRGEN DE FÁTIMA
1118420,11,CENTRAL,18,YPANÉ,6,420,ASENT. TRES NACIONES
1118430,11,CENTRAL,18,YPANÉ,6,430,SAN JOSÉ
1118440,11,CENTRAL,18,YPANÉ,6,440,ASENT. MANDARINAL
1118450,11,CENTRAL,18,YPANÉ,6,450,ASENT. SAGRADO CORAZÓN
1118460,11,CENTRAL,18,YPANÉ,6,460,SAN DIEGO
1118470,11,CENTRAL,18,YPANÉ,6,470,ASENT. VIRGEN DE CAACUPÉ
1118480,11,CENTRAL,18,YPANÉ,6,480,ASENT. 6 DE JUNIO
1118490,11,CENTRAL,18,YPANÉ,6,490,ASENT. 5 ESTRELLAS
1118500,11,CENTRAL,18,YPANÉ,6,500,SAN MIGUEL
1118510,11,CENTRAL,18,YPANÉ,6,510,ASENT. FRACCIÓN DEL RIO
1118520,11,CENTRAL,18,YPANÉ,6,520,ASENT. 14 DE MAYO
1118530,11,CENTRAL,18,YPANÉ,6,530,FRACCIÓN LOS NOGALES
1118540,11,CENTRAL,18,YPANÉ,6,540,ASENT. MARISCAL LÓPEZ
1118550,11,CENTRAL,18,YPANÉ,6,550,CAÑADITA CONAVI
1118560,11,CENTRAL,18,YPANÉ,6,560,ASENT. PASO DE ORO
1118570,11,CENTRAL,18,YPANÉ,6,570,CAÑADITA SAN AGUSTÍN
1118580,11,CENTRAL,18,YPANÉ,6,580,CAÑADITA MARISCAL ESTIGARRIBIA
1118590,11,CENTRAL,18,YPANÉ,6,590,CAÑADITA YTORORO
1118600,11,CENTRAL,18,YPANÉ,6,600,ASENT.SAN VALENTÍN 1
1118610,11,CENTRAL,18,YPANÉ,6,610,MARÍA AUXILIADORA
1118620,11,CENTRAL,18,YPANÉ,6,620,ASENT. 30 JULIO
1118630,11,CENTRAL,18,YPANÉ,6,630,ASENT. 3 DE JUNIO THOMPSOM
1118640,11,CENTRAL,18,YPANÉ,6,640,ASENT. THOMPSON
1118650,11,CENTRAL,18,YPANÉ,6,650,ASENT. MARÍA AUXILIADORA  THOMPSON
1118660,11,CENTRAL,18,YPANÉ,6,660,ASENT. FORTALEZA  I - II - III
1118670,11,CENTRAL,18,YPANÉ,6,670,CONAVI DIVINO NIÑO
1118680,11,CENTRAL,18,YPANÉ,6,680,NUEVA ESPERANZA
1118690,11,CENTRAL,18,YPANÉ,6,690,YTORORO ISLA
1118700,11,CENTRAL,18,YPANÉ,6,700,ACHUCARRO
1119001,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,001,MARISCAL FRANCISCO SOLANO LÓPEZZ
1119002,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,002,SAN MIGUEL
1119003,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,003,CENTRO
1119004,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,004,MBOKAJATY
1119005,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,005,RINCÓN ALEGRE
1119006,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,006,SAN RAFAEL
1119007,11,CENTRAL,19,J. AUGUSTO SALDIVAR,1,007,TRES BOCAS
1119130,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,130,YVYRARO 1
1119140,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,140,MBOKAJATY
1119150,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,150,TRES BOCAS
1119160,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,160,NIÑO JESÚS
1119170,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,170,3 DE FEBRERO
1119180,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,180,ALDANA CAÑADA
1119190,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,190,ASENT. 10 DE AGOSTO
1119200,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,200,ASENT. ALDANA CAÑADA
1119210,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,210,ASENT. OÑONDIVEPA
1119220,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,220,ASENT. PUERTA DEL SOL
1119230,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,230,ASENT. SAN ROQUE
1119240,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,240,ASENT. SANTA ROSA
1119250,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,250,ASENT. TOLEDO CAÑADA
1119270,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,270,COMPAÑÍA 7
1119280,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,280,COMPAÑÍA 8
1119300,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,300,FRACCIÓN BONANZA
1119310,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,310,FRACCIÓN LOMA BLANCA
1119320,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,320,FRACCIÓN RESEDAD
1119330,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,330,FRACCIÓN SAN PEDRO
1119340,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,340,KO'EMBOTA
1119350,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,350,LA AMISTAD
1119360,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,360,LAS MELLIZAS
1119370,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,370,LOS GLADIOLOS
1119380,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,380,LOS NARANJOS
1119410,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,410,SAN FRANCISCO
1119420,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,420,SAN ISIDRO
1119430,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,430,SAN JUAN
1119440,11,CENTRAL,19,J. AUGUSTO SALDIVAR,6,440,SAN LÁZARO
